,text,book,line,meter,first_hemistich,second_hemistich
15105,iliad,24,227,DDDDDA,ἀγκὰς ἑλόντ ἐμὸν υἱόν ,ἐπὴν γόου ἐξ ἔρον εἵην
15106,iliad,24,228,SDDDDA,ἦ καὶ φωριαμῶν ,ἐπιθήματα κάλ ἀνέῳγεν
15107,iliad,24,229,SDDDDA,ἔνθεν δώδεκα μὲν ,περικαλλέας ἔξελε πέπλους
15108,iliad,24,230,DDSSDA,δώδεκα δ ἁπλοΐδας ,χλαίνας τόσσους δὲ τάπητας
15109,iliad,24,231,DDDDDA,τόσσα δὲ φάρεα λευκά ,τόσους δ ἐπὶ τοῖσι χιτῶνας
15110,iliad,24,232,SSDDDA,χρυσοῦ δὲ στήσας ,ἔφερεν δέκα πάντα τάλαντα
15111,iliad,24,233,DSDDDA,ἐκ δὲ δύ αἴθωνας ,τρίποδας πίσυρας δὲ λέβητας
15112,iliad,24,234,DDDSDA,ἐκ δὲ δέπας περικαλλές ,ὅ οἱ θρῇκες πόρον ἄνδρες
15113,iliad,24,235,DSDDDA,ἐξεσίην ἐλθόντι ,μέγα κτέρας οὐδέ νυ τοῦ περ
15114,iliad,24,236,DDDDDA,φείσατ ἐνὶ μεγάροις ,ὃ γέρων περὶ δ ἤθελε θυμῷ
15115,iliad,24,237,SDDSDA,λύσασθαι φίλον υἱόν ,ὃ δὲ τρῶας μὲν ἅπαντας
15116,iliad,24,238,SDDSDA,αἰθούσης ἀπέεργεν ,ἔπεσσ αἰσχροῖσιν ἐνίσσων
15117,iliad,24,239,DSDDDA,ἔρρετε λωβητῆρες ,ἐλεγχέες οὔ νυ καὶ ὑμῖν
15118,iliad,24,240,DDDDSA,οἴκοι ἔνεστι γόος ,ὅτι μ ἤλθετε κηδήσοντες
15119,iliad,24,241,DDDSDA,ἦ ὀνόσασθ ὅτι μοι ,κρονίδης ζεὺς ἄλγε ἔδωκε
15120,iliad,24,242,DDDSDA,παῖδ ὀλέσαι τὸν ἄριστον ,ἀτὰρ γνώσεσθε καὶ ὔμμες
15121,iliad,24,243,DSDSDA,ῥηΐτεροι γὰρ μᾶλλον ,ἀχαιοῖσιν δὴ ἔσεσθε
15122,iliad,24,244,SSDDDA,κείνου τεθνηῶτος ,ἐναιρέμεν αὐτὰρ ἔγωγε
15123,iliad,24,245,DDDDDA,πρὶν ἀλαπαζομένην ,τε πόλιν κεραϊζομένην τε
15124,iliad,24,246,SDSDDA,ὀφθαλμοῖσιν ἰδεῖν ,βαίην δόμον ἄϊδος εἴσω
15125,iliad,24,247,SDDDDA,ἦ καὶ σκηπανίῳ ,δίεπ ἀνέρας οἳ δ ἴσαν ἔξω
15126,iliad,24,248,DDDDDA,σπερχομένοιο γέροντος ,ὃ δ υἱάσιν οἷσιν ὁμόκλα
15127,iliad,24,249,SDDDDA,νεικείων ἕλενόν ,τε πάριν τ ἀγάθωνά τε δῖον
15128,iliad,24,250,DDDDDA,πάμμονά τ ἀντίφονόν ,τε βοὴν ἀγαθόν τε πολίτην
15129,iliad,24,251,DDDSDA,δηΐφοβόν τε καὶ ἱππόθοον ,καὶ δῖον ἀγαυόν
15130,iliad,24,252,DDDSDA,ἐννέα τοῖς ὃ γεραιὸς ,ὁμοκλήσας ἐκέλευε
15131,iliad,24,253,DDDDDA,σπεύσατέ μοι κακὰ τέκνα ,κατηφόνες αἴθ ἅμα πάντες
15132,iliad,24,254,DDDDDA,ἕκτορος ὠφέλετ ἀντὶ ,θοῇς ἐπὶ νηυσὶ πεφάσθαι
15133,iliad,24,255,DDDDDA,ὤ μοι ἐγὼ πανάποτμος ,ἐπεὶ τέκον υἷας ἀρίστους
15134,iliad,24,256,DSSDDA,τροίῃ ἐν εὐρείῃ ,τῶν δ οὔ τινά φημι λελεῖφθαι
15135,iliad,24,257,DDSDDA,μήστορά τ ἀντίθεον ,καὶ τρωΐλον ἱππιοχάρμην
15136,iliad,24,258,DDDDDA,ἕκτορά θ ὃς θεὸς ἔσκε ,μετ ἀνδράσιν οὐδὲ ἐῴκει
15137,iliad,24,259,SSDDDA,ἀνδρός γε θνητοῦ ,πάϊς ἔμμεναι ἀλλὰ θεοῖο
15138,iliad,24,260,DDDDDA,τοὺς μὲν ἀπώλεσ ἄρης ,τὰ δ ἐλέγχεα πάντα λέλειπται
15139,iliad,24,261,SSDDDA,ψεῦσταί τ ὀρχησταί ,τε χοροιτυπίῃσιν ἄριστοι
15140,iliad,24,262,SDDDSA,ἀρνῶν ἠδ ἐρίφων ,ἐπιδήμιοι ἁρπακτῆρες
15141,iliad,24,263,SDDSDA,οὐκ ἂν δή μοι ἄμαξαν ,ἐφοπλίσσαιτε τάχιστα
15142,iliad,24,264,DDDSDA,ταῦτά τε πάντ ἐπιθεῖτε ,ἵνα πρήσσωμεν ὁδοῖο
15143,iliad,24,265,DDDSDA,ὣς ἔφαθ οἳ δ ἄρα πατρὸς ,ὑποδείσαντες ὁμοκλὴν
15144,iliad,24,266,DDDDDA,ἐκ μὲν ἄμαξαν ἄειραν ,ἐΰτροχον ἡμιονείην
15145,iliad,24,267,SDSDDA,καλὴν πρωτοπαγέα ,πείρινθα δὲ δῆσαν ἐπ αὐτῆς
15146,iliad,24,268,DDDDDA,κὰδ δ ἀπὸ πασσαλόφι ,ζυγὸν ᾕρεον ἡμιόνειον
15147,iliad,24,269,DDSSDA,πύξινον ὀμφαλόεν ,εὖ οἰήκεσσιν ἀρηρός
15148,iliad,24,270,DDDDDA,ἐκ δ ἔφερον ζυγόδεσμον ,ἅμα ζυγῷ ἐννεάπηχυ
15149,iliad,24,271,DDDSDA,καὶ τὸ μὲν εὖ κατέθηκαν ,ἐϋξέστῳ ἐπὶ ῥυμῷ
15150,iliad,24,272,DSDDDA,πέζῃ ἔπι πρώτῃ ,ἐπὶ δὲ κρίκον ἕστορι βάλλον
15151,iliad,24,273,DDDDDA,τρὶς δ ἑκάτερθεν ἔδησαν ,ἐπ ὀμφαλόν αὐτὰρ ἔπειτα
15152,iliad,24,274,SDDSDA,ἑξείης κατέδησαν ,ὑπὸ γλωχῖνα δ ἔκαμψαν
15153,iliad,24,275,DDDSDA,ἐκ θαλάμου δὲ φέροντες ,ἐϋξέστης ἐπ ἀπήνης
15154,iliad,24,276,DDDDDA,νήεον ἑκτορέης ,κεφαλῆς ἀπερείσι ἄποινα
15155,iliad,24,277,SDDDDA,ζεῦξαν δ ἡμιόνους ,κρατερώνυχας ἐντεσιεργούς
15156,iliad,24,278,DDSDDA,τούς ῥά ποτε πριάμῳ ,μυσοὶ δόσαν ἀγλαὰ δῶρα
15157,iliad,24,279,SDDDDA,ἵππους δὲ πριάμῳ ,ὕπαγον ζυγόν οὓς ὃ γεραιὸς
15158,iliad,24,280,DDDSDA,αὐτὸς ἔχων ἀτίταλλεν ,ἐϋξέστῃ ἐπὶ φάτνῃ
15159,iliad,24,281,SSSDSA,τὼ μὲν ζευγνύσθην ,ἐν δώμασιν ὑψηλοῖσι
15160,iliad,24,282,SDDDDA,κῆρυξ καὶ πρίαμος ,πυκινὰ φρεσὶ μήδε ἔχοντες
15161,iliad,24,283,DSDDDA,ἀγχίμολον δέ σφ ἦλθ ,ἑκάβη τετιηότι θυμῷ
15162,iliad,24,284,DSDDDA,οἶνον ἔχουσ ἐν χειρὶ ,μελίφρονα δεξιτερῆφι
15163,iliad,24,285,DSDSDA,χρυσέῳ ἐν δέπαϊ ,ὄφρα λείψαντε κιοίτην
15164,iliad,24,286,SDDDDA,στῆ δ ἵππων προπάροιθεν ,ἔπος τ ἔφατ ἔκ τ ὀνόμαζε
15165,iliad,24,287,SDDDDA,τῆ σπεῖσον διὶ πατρί ,καὶ εὔχεο οἴκαδ ἱκέσθαι
15166,iliad,24,288,SDSDDA,ἂψ ἐκ δυσμενέων ,ἀνδρῶν ἐπεὶ ἂρ σέ γε θυμὸς
15167,iliad,24,289,SDDDDA,ὀτρύνει ἐπὶ νῆας ,ἐμεῖο μὲν οὐκ ἐθελούσης
15168,iliad,24,290,SDDDDA,ἀλλ εὔχεο σύ γ ἔπειτα ,κελαινεφέϊ κρονίωνι
15169,iliad,24,291,SSSDDA,ἰδαίῳ ὅς τε ,τροίην κατὰ πᾶσαν ὁρᾶται
15170,iliad,24,292,SSDDDA,αἴτει δ οἰωνὸν ,ταχὺν ἄγγελον ὅς τέ οἱ αὐτῷ
15171,iliad,24,293,DSSDDA,φίλτατος οἰωνῶν ,καί εὑ κράτος ἐστὶ μέγιστον
15172,iliad,24,294,DDDSDA,δεξιόν ὄφρά μιν αὐτὸς ,ἐν ὀφθαλμοῖσι νοήσας
15173,iliad,24,295,DDDDDA,τῷ πίσυνος ἐπὶ νῆας ,ἴῃς δαναῶν ταχυπώλων
15174,iliad,24,296,DSDDDA,εἰ δέ τοι οὐ δώσει ,ἑὸν ἄγγελον εὐρύοπα ζεύς
15175,iliad,24,297,DDSDDA,οὐκ ἂν ἔγωγέ σ ἔπειτα ἐποτρύνουσα ,κελοίμην
15176,iliad,24,298,DSDDDA,νῆας ἐπ ἀργείων ,ἰέναι μάλα περ μεμαῶτα
15177,iliad,24,299,DDDDDA,τὴν δ ἀπαμειβόμενος ,προσέφη πρίαμος θεοειδής
15178,iliad,24,300,DSDDDA,‘ὦ γύναι οὐ μέν τοι ,τόδ ἐφιεμένῃ ἀπιθήσω
15179,iliad,24,301,SDDDDA,ἐσθλὸν γὰρ διὶ χεῖρας ,ἀνασχέμεν αἴ κ ἐλεήσῃ
15180,iliad,24,302,DDDSDA,ἦ ῥα καὶ ἀμφίπολον ,ταμίην ὄτρυν ὃ γεραιὸς
15181,iliad,24,303,DDDDDA,χερσὶν ὕδωρ ἐπιχεῦαι ,ἀκήρατον ἣ δὲ παρέστη
15182,iliad,24,304,DDDDDA,χέρνιβον ἀμφίπολος ,πρόχοόν θ ἅμα χερσὶν ἔχουσα
15183,iliad,24,305,DDDDDA,νιψάμενος δὲ κύπελλον ,ἐδέξατο ἧς ἀλόχοιο
15184,iliad,24,306,DSDDDA,εὔχετ ἔπειτα στὰς ,μέσῳ ἕρκεϊ λεῖβε δὲ οἶνον
15185,iliad,24,307,DDSSDA,οὐρανὸν εἰσανιδών ,καὶ φωνήσας ἔπος ηὔδα
15186,iliad,24,308,DSDSDA,‘ζεῦ πάτερ ἴδηθεν ,μεδέων κύδιστε μέγιστε
15187,iliad,24,309,DSDSDA,δός μ ἐς ἀχιλλῆος ,φίλον ἐλθεῖν ἠδ ἐλεεινόν
15188,iliad,24,310,SSDDDA,πέμψον δ οἰωνὸν ,ταχὺν ἄγγελον ὅς τε σοὶ αὐτῷ
15189,iliad,24,311,DSSDDA,φίλτατος οἰωνῶν ,καί εὑ κράτος ἐστὶ μέγιστον
15190,iliad,24,312,DDDSDA,δεξιόν ὄφρά μιν αὐτὸς ,ἐν ὀφθαλμοῖσι νοήσας
15191,iliad,24,313,DDDDDA,τῷ πίσυνος ἐπὶ νῆας ,ἴω δαναῶν ταχυπώλων
15192,iliad,24,314,DDSDDA,ὣς ἔφατ εὐχόμενος ,τοῦ δ ἔκλυε μητίετα ζεὺς
15193,iliad,24,315,DDDDDA,αὐτίκα δ αἰετὸν ἧκε ,τελειότατον πετεηνῶν
15194,iliad,24,316,SSSSDA,μόρφνον θηρητῆρ ,ὃν καὶ περκνὸν καλέουσιν
15195,iliad,24,317,SDDDDA,ὅσση δ ὑψορόφοιο ,θύρη θαλάμοιο τέτυκται
15196,iliad,24,318,DSDSDA,ἀνέρος ἀφνειοῖο ,ἐῢ κληῗσ ἀραρυῖα
15197,iliad,24,319,DDDDDA,τόσσ ἄρα τοῦ ἑκάτερθεν ,ἔσαν πτερά εἴσατο δέ σφι
15198,iliad,24,320,DSDDDA,δεξιὸς ἀΐξας ,διὰ ἄστεος οἳ δὲ ἰδόντες
15199,iliad,24,321,SSDDDA,γήθησαν καὶ πᾶσιν ,ἐνὶ φρεσὶ θυμὸς ἰάνθη
15200,iliad,24,322,DDDDDA,σπερχόμενος δ ὃ γεραιὸς ,ἑοῦ ἐπεβήσετο δίφρου
15201,iliad,24,323,DDDSDA,ἐκ δ ἔλασε προθύροιο ,καὶ αἰθούσης ἐριδούπου
15202,iliad,24,324,DDSDDA,πρόσθε μὲν ἡμίονοι ,ἕλκον τετράκυκλον ἀπήνην
15203,iliad,24,325,SDDSDA,τὰς ἰδαῖος ἔλαυνε ,δαΐφρων αὐτὰρ ὄπισθεν
15204,iliad,24,326,SDDSDA,ἵπποι τοὺς ὃ γέρων ,ἐφέπων μάστιγι κέλευε
15205,iliad,24,327,DDDDDA,καρπαλίμως κατὰ ἄστυ ,φίλοι δ ἅμα πάντες ἕποντο
15206,iliad,24,328,DDSDDA,πόλλ ὀλοφυρόμενοι ,ὡς εἰ θάνατον δὲ κιόντα
15207,iliad,24,329,DDDDDA,οἳ δ ἐπεὶ οὖν πόλιος ,κατέβαν πεδίον δ ἀφίκοντο
15208,iliad,24,330,DSDDDA,οἳ μὲν ἄρ ἄψορροι ,προτὶ ἴλιον ἀπονέοντο
15209,iliad,24,331,SSSDDA,παῖδες καὶ γαμβροί ,τὼ δ οὐ λάθον εὐρύοπα ζῆν
15210,iliad,24,332,DDDDDA,ἐς πεδίον προφανέντε ,ἰδὼν δ ἐλέησε γέροντα
15211,iliad,24,333,DSSDDA,αἶψα δ ἄρ ἑρμείαν ,υἱὸν φίλον ἀντίον ηὔδα
15212,iliad,24,334,SSDDDA,‘ἑρμεία σοὶ γάρ ,τε μάλιστά γε φίλτατόν ἐστιν
15213,iliad,24,335,DSSDDA,ἀνδρὶ ἑταιρίσσαι ,καί τ ἔκλυες ᾧ κ ἐθέλῃσθα
15214,iliad,24,336,DDSDDA,βάσκ ἴθι καὶ πρίαμον ,κοίλας ἐπὶ νῆας ἀχαιῶν
15215,iliad,24,337,DSDSDA,ὣς ἄγαγ ὡς μήτ ἄρ ,τις ἴδῃ μήτ ἄρ τε νοήσῃ
15216,iliad,24,338,SDSDDA,τῶν ἄλλων δαναῶν ,πρὶν πηλεΐωνα δ ἱκέσθαι
15217,iliad,24,339,DDDDDA,ὣς ἔφατ οὐδ ἀπίθησε ,διάκτορος ἀργεϊφόντης
15218,iliad,24,340,DDDDDA,αὐτίκ ἔπειθ ὑπὸ ποσσὶν ,ἐδήσατο καλὰ πέδιλα
15219,iliad,24,341,DSDDDA,ἀμβρόσια χρύσεια ,τά μιν φέρον ἠμὲν ἐφ ὑγρὴν
15220,iliad,24,342,DDDSDA,ἠδ ἐπ ἀπείρονα γαῖαν ,ἅμα πνοιῇς ἀνέμοιο
15221,iliad,24,343,DSSSDA,εἵλετο δὲ ῥάβδον ,τῇ τ ἀνδρῶν ὄμματα θέλγει
15222,iliad,24,344,DSDSDA,ὧν ἐθέλει τοὺς δ αὖτε ,καὶ ὑπνώοντας ἐγείρει
15223,iliad,24,345,DDDDDA,τὴν μετὰ χερσὶν ἔχων ,πέτετο κρατὺς ἀργεϊφόντης
15224,iliad,24,346,DSDSDA,αἶψα δ ἄρα τροίην ,τε καὶ ἑλλήσποντον ἵκανε
15225,iliad,24,347,DSSSDA,βῆ δ ἰέναι κούρῳ ,αἰσυμνητῆρι ἐοικὼς
15226,iliad,24,348,DSSDDA,πρῶτον ὑπηνήτῃ ,τοῦ περ χαριεστάτη ἥβη
15227,iliad,24,349,DDDSDA,οἳ δ ἐπεὶ οὖν μέγα σῆμα ,παρὲξ ἴλοιο ἔλασσαν
15228,iliad,24,350,DDDSDA,στῆσαν ἄρ ἡμιόνους ,τε καὶ ἵππους ὄφρα πίοιεν
15229,iliad,24,351,DSDDDA,ἐν ποταμῷ δὴ γὰρ ,καὶ ἐπὶ κνέφας ἤλυθε γαῖαν
15230,iliad,24,352,SDDSDA,τὸν δ ἐξ ἀγχιμόλοιο ,ἰδὼν ἐφράσσατο κῆρυξ
15231,iliad,24,353,SDDDSA,ἑρμείαν ποτὶ δὲ ,πρίαμον φάτο φώνησέν τε
15232,iliad,24,354,DDDDDA,φράζεο δαρδανίδη ,φραδέος νόου ἔργα τέτυκται
15233,iliad,24,355,DDDSDA,ἄνδρ ὁρόω τάχα δ ἄμμε ,διαρραίσεσθαι ὀΐω
15234,iliad,24,356,DSDSDA,ἀλλ ἄγε δὴ φεύγωμεν ,ἐφ ἵππων ἤ μιν ἔπειτα
15235,iliad,24,357,SDDDDA,γούνων ἁψάμενοι ,λιτανεύσομεν αἴ κ ἐλεήσῃ
15236,iliad,24,358,DDDDDA,ὣς φάτο σὺν δὲ γέροντι ,νόος χύτο δείδιε δ αἰνῶς
15237,iliad,24,359,SDDSDA,ὀρθαὶ δὲ τρίχες ἔσταν ,ἐνὶ γναμπτοῖσι μέλεσσι
15238,iliad,24,360,DSDDDA,στῆ δὲ ταφών αὐτὸς ,δ ἐριούνιος ἐγγύθεν ἐλθὼν
15239,iliad,24,361,DDSDDA,χεῖρα γέροντος ἑλὼν ,ἐξείρετο καὶ προσέειπε
15240,iliad,24,362,DSDDSA,‘πῇ πάτερ ὧδ ἵππους ,τε καὶ ἡμιόνους ἰθύνεις
15241,iliad,24,363,DDDSDA,νύκτα δι ἀμβροσίην ,ὅτε θ εὕδουσι βροτοὶ ἄλλοι
15242,iliad,24,364,DSDSDA,οὐδὲ σύ γ ἔδεισας ,μένεα πνείοντας ἀχαιούς
15243,iliad,24,365,SDDDDA,οἵ τοι δυσμενέες ,καὶ ἀνάρσιοι ἐγγὺς ἔασι
15244,iliad,24,366,SDDDDA,τῶν εἴ τίς σε ἴδοιτο ,θοὴν διὰ νύκτα μέλαιναν
15245,iliad,24,367,DDDSDA,τοσσάδ ὀνείατ ἄγοντα ,τίς ἂν δή τοι νόος εἴη
15246,iliad,24,368,SDDDDA,οὔτ αὐτὸς νέος ἐσσί ,γέρων δέ τοι οὗτος ὀπηδεῖ
15247,iliad,24,369,DSDDDA,ἄνδρ ἀπαμύνασθαι ,ὅτε τις πρότερος χαλεπήνῃ
15248,iliad,24,370,DSSDDA,ἀλλ ἐγὼ οὐδέν σε ,ῥέξω κακά καὶ δέ κεν ἄλλον
15249,iliad,24,371,DSDDDA,σεῦ ἀπαλεξήσαιμι ,φίλῳ δέ σε πατρὶ ἐΐσκω
15250,iliad,24,372,SDDDDA,τὸν δ ἠμείβετ ἔπειτα ,γέρων πρίαμος θεοειδής
15251,iliad,24,373,SDDDDA,‘οὕτω πῃ τάδε γ ἐστὶ ,φίλον τέκος ὡς ἀγορεύεις
15252,iliad,24,374,DDDDDA,ἀλλ ἔτι τις καὶ ἐμεῖο ,θεῶν ὑπερέσχεθε χεῖρα
15253,iliad,24,375,SSDDDA,ὅς μοι τοιόνδ ἧκεν ,ὁδοιπόρον ἀντιβολῆσαι
15254,iliad,24,376,DSDSDA,αἴσιον οἷος δὴ ,σὺ δέμας καὶ εἶδος ἀγητός
15255,iliad,24,377,SDDSDA,πέπνυσαί τε νόῳ ,μακάρων δ ἔξεσσι τοκήων
15256,iliad,24,378,SDDDDA,τὸν δ αὖτε προσέειπε ,διάκτορος ἀργεϊφόντης
15257,iliad,24,379,SDDDDA,‘ναὶ δὴ ταῦτά γε πάντα ,γέρον κατὰ μοῖραν ἔειπες
15258,iliad,24,380,DDDDDA,ἀλλ ἄγε μοι τόδε εἰπὲ ,καὶ ἀτρεκέως κατάλεξον
15259,iliad,24,381,DSSDDA,ἠέ πῃ ἐκπέμπεις ,κειμήλια πολλὰ καὶ ἐσθλὰ
15260,iliad,24,382,DDDDDA,ἄνδρας ἐς ἀλλοδαποὺς ,ἵνα περ τάδε τοι σόα μίμνῃ
15261,iliad,24,383,SSDDDA,ἦ ἤδη πάντες ,καταλείπετε ἴλιον ἱρὴν
15262,iliad,24,384,DSDSDA,δειδιότες τοῖος ,γὰρ ἀνὴρ ὤριστος ὄλωλε
15263,iliad,24,385,DSDDDA,σὸς πάϊς οὐ μὲν γάρ ,τι μάχης ἐπιδεύετ ἀχαιῶν
15264,iliad,24,386,SDDDDA,τὸν δ ἠμείβετ ἔπειτα ,γέρων πρίαμος θεοειδής
15265,iliad,24,387,DDDSDA,‘τίς δὲ σύ ἐσσι φέριστε ,τέων δ ἔξεσσι τοκήων
15266,iliad,24,388,SDDSDA,ὥς μοι καλὰ τὸν οἶτον ,ἀπότμου παιδὸς ἔνισπες
15267,iliad,24,389,SDDDDA,τὸν δ αὖτε προσέειπε ,διάκτορος ἀργεϊφόντης
15268,iliad,24,390,DDDDDA,‘πειρᾷ ἐμεῖο γεραιὲ ,καὶ εἴρεαι ἕκτορα δῖον
15269,iliad,24,391,DDDDDA,τὸν μὲν ἐγὼ μάλα πολλὰ ,μάχῃ ἔνι κυδιανείρῃ
15270,iliad,24,392,SDDDDA,ὀφθαλμοῖσιν ὄπωπα ,καὶ εὖτ ἐπὶ νηυσὶν ἐλάσσας
15271,iliad,24,393,SSDSDA,ἀργείους κτείνεσκε ,δαΐζων ὀξέϊ χαλκῷ
15272,iliad,24,394,SDSDDA,ἡμεῖς δ ἑσταότες ,θαυμάζομεν οὐ γὰρ ἀχιλλεὺς
15273,iliad,24,395,SSDDDA,εἴα μάρνασθαι ,κεχολωμένος ἀτρεΐωνι
15274,iliad,24,396,DDDDSA,τοῦ γὰρ ἐγὼ θεράπων ,μία δ ἤγαγε νηῦς εὐεργής
15275,iliad,24,397,DSDDDA,μυρμιδόνων δ ἔξειμι ,πατὴρ δέ μοί ἐστι πολύκτωρ
15276,iliad,24,398,SDDDDA,ἀφνειὸς μὲν ὅ γ ἐστί ,γέρων δὲ δὴ ὡς σύ περ ὧδε
15277,iliad,24,399,DDDDDA,ἓξ δέ οἱ υἷες ἔασιν ,ἐγὼ δέ οἱ ἕβδομός εἰμι
15278,iliad,24,400,DDSDDA,τῶν μέτα παλλόμενος ,κλήρῳ λάχον ἐνθάδ ἕπεσθαι
15279,iliad,24,401,SDDSSA,νῦν δ ἦλθον πεδίον ,δ ἀπὸ νηῶν ἠῶθεν γὰρ
15280,iliad,24,402,SDDDDA,θήσονται περὶ ἄστυ ,μάχην ἑλίκωπες ἀχαιοί
15281,iliad,24,403,DDDDDA,ἀσχαλόωσι γὰρ οἵδε ,καθήμενοι οὐδὲ δύνανται
15282,iliad,24,404,SDDDDA,ἴσχειν ἐσσυμένους ,πολέμου βασιλῆες ἀχαιῶν
15283,iliad,24,405,SDDDDA,τὸν δ ἠμείβετ ἔπειτα ,γέρων πρίαμος θεοειδής
15284,iliad,24,406,SDSDDA,‘εἰ μὲν δὴ θεράπων ,πηληϊάδεω ἀχιλῆος
15285,iliad,24,407,DSDSDA,εἴς ἄγε δή μοι πᾶσαν ,ἀληθείην κατάλεξον
15286,iliad,24,408,DSDDDA,ἢ ἔτι πὰρ νήεσσιν ,ἐμὸς πάϊς ἦέ μιν ἤδη
15287,iliad,24,409,DDDSDA,ᾗσι κυσὶν μελεϊστὶ ,ταμὼν προύθηκεν ἀχιλλεύς
15288,iliad,24,410,SDDDDA,τὸν δ αὖτε προσέειπε ,διάκτορος ἀργεϊφόντης
15289,iliad,24,411,DSDDSA,‘ὦ γέρον οὔ πω τόν ,γε κύνες φάγον οὐδ οἰωνοί
15290,iliad,24,412,DSDSDA,ἀλλ ἔτι κεῖνος κεῖται ,ἀχιλλῆος παρὰ νηῒ
15291,iliad,24,413,SDDDDA,αὔτως ἐν κλισίῃσι ,δυωδεκάτη δέ οἱ ἠὼς
15292,iliad,24,414,DDSDDA,κειμένῳ οὐδέ τί οἱ ,χρὼς σήπεται οὐδέ μιν εὐλαὶ
15293,iliad,24,415,SDDDDA,ἔσθουσ αἵ ῥά τε φῶτας ,ἀρηϊφάτους κατέδουσιν
15294,iliad,24,416,SDDDDA,ἦ μέν μιν περὶ σῆμα ,ἑοῦ ἑτάροιο φίλοιο
15295,iliad,24,417,DSSDDA,ἕλκει ἀκηδέστως ,ἠὼς ὅτε δῖα φανήῃ
15296,iliad,24,418,DSSDDA,οὐδέ μιν αἰσχύνει ,θηοῖό κεν αὐτὸς ἐπελθὼν
15297,iliad,24,419,DSSDDA,οἷον ἐερσήεις ,κεῖται περὶ δ αἷμα νένιπται
15298,iliad,24,420,DDSDDA,οὐδέ ποθι μιαρός ,σὺν δ ἕλκεα πάντα μέμυκεν
15299,iliad,24,421,DDDSDA,ὅσσ ἐτύπη πολέες ,γὰρ ἐν αὐτῷ χαλκὸν ἔλασσαν
15300,iliad,24,422,SSDDDA,ὥς τοι κήδονται ,μάκαρες θεοὶ υἷος ἑῆος
15301,iliad,24,423,DDDDDA,καὶ νέκυός περ ἐόντος ,ἐπεί σφι φίλος περὶ κῆρι
15302,iliad,24,424,DSDDDA,ὣς φάτο γήθησεν ,δ ὃ γέρων καὶ ἀμείβετο μύθῳ
15303,iliad,24,425,DDDDDA,‘ὦ τέκος ἦ ῥ ἀγαθὸν ,καὶ ἐναίσιμα δῶρα διδοῦναι
15304,iliad,24,426,DDDDDA,ἀθανάτοις ἐπεὶ οὔ ,ποτ ἐμὸς πάϊς εἴ ποτ ἔην γε
15305,iliad,24,427,DDDDDA,λήθετ ἐνὶ μεγάροισι ,θεῶν οἳ ὄλυμπον ἔχουσι
15306,iliad,24,428,DSDDDA,τώ οἱ ἀπεμνήσαντο ,καὶ ἐν θανάτοιό περ αἴσῃ
15307,iliad,24,429,DDDDDA,ἀλλ ἄγε δὴ τόδε δέξαι ,ἐμεῦ πάρα καλὸν ἄλεισον
15308,iliad,24,430,SSSDDA,αὐτόν τε ῥῦσαι ,πέμψον δέ με σύν γε θεοῖσιν
15309,iliad,24,431,DDSDDA,ὄφρά κεν ἐς κλισίην ,πηληϊάδεω ἀφίκωμαι
15310,iliad,24,432,SDDDDA,τὸν δ αὖτε προσέειπε ,διάκτορος ἀργεϊφόντης
15311,iliad,24,433,DDDDDA,‘πειρᾷ ἐμεῖο γεραιὲ ,νεωτέρου οὐδέ με πείσεις
15312,iliad,24,434,DDDDDA,ὅς με κέλῃ σέο δῶρα ,παρὲξ ἀχιλῆα δέχεσθαι
15313,iliad,24,435,DSDDDA,τὸν μὲν ἐγὼ δείδοικα ,καὶ αἰδέομαι περὶ κῆρι
15314,iliad,24,436,SSDDDA,συλεύειν μή μοί ,τι κακὸν μετόπισθε γένηται
15315,iliad,24,437,DSSDDA,σοὶ δ ἂν ἐγὼ πομπὸς ,καί κε κλυτὸν ἄργος ἱκοίμην
15316,iliad,24,438,DSDSDA,ἐνδυκέως ἐν νηῒ ,θοῇ ἢ πεζὸς ὁμαρτέων
15317,iliad,24,439,SSDDDA,οὐκ ἄν τίς τοι πομπὸν ,ὀνοσσάμενος μαχέσαιτο
15318,iliad,24,440,DSDDDA,ἦ καὶ ἀναΐξας ,ἐριούνιος ἅρμα καὶ ἵππους
15319,iliad,24,441,DSDDDA,καρπαλίμως μάστιγα ,καὶ ἡνία λάζετο χερσίν
15320,iliad,24,442,SSDDDA,ἐν δ ἔπνευσ ἵπποισι ,καὶ ἡμιόνοις μένος ἠΰ
15321,iliad,24,443,DSDSDA,ἀλλ ὅτε δὴ πύργους ,τε νεῶν καὶ τάφρον ἵκοντο
15322,iliad,24,444,DDDSDA,οἳ δὲ νέον περὶ δόρπα ,φυλακτῆρες πονέοντο
15323,iliad,24,445,DDDDDA,τοῖσι δ ἐφ ὕπνον ἔχευε ,διάκτορος ἀργεϊφόντης
15324,iliad,24,446,DSDDDA,πᾶσιν ἄφαρ δ ὤϊξε ,πύλας καὶ ἀπῶσεν ὀχῆας
15325,iliad,24,447,DDDDDA,ἐς δ ἄγαγε πρίαμόν ,τε καὶ ἀγλαὰ δῶρ ἐπ ἀπήνης
15326,iliad,24,448,DDSDDA,ἀλλ ὅτε δὴ κλισίην ,πηληϊάδεω ἀφίκοντο
