,text,book,line,string,meter,me
17984,odyssey,5,81,οὐδ ἄρ Ὀδυσσῆα μεγαλήτορα ἔνδον ἔτετμεν,DSDDDA,0.11561216674824477
17985,odyssey,5,82,ἀλλ ὅ γ ἐπ ἀκτῆς κλαῖε καθήμενος ἔνθα πάρος περ,DSDDDA,0.4007513516373241
17986,odyssey,5,83,δάκρυσι καί στοναχῇσι καί ἄλγεσι θυμόν ἐρέχθων,DDDDDA,0.09802344392135627
17987,odyssey,5,84,πόντον ἐπ ἀτρύγετον δερκέσκετο δάκρυα λείβων,DDSDDA,1.3644863151021793
17988,odyssey,5,85,Ἑρμείαν δ ἐρέεινε Καλυψώ δῖα θεάων,SDDSDA,0.20191781636219477
17989,odyssey,5,86,ἐν θρόνῳ ἱδρύσασα φαεινῷ σιγαλόεντι,DSDSDA,0.15974769611657041
17990,odyssey,5,87,τίπτε μοι Ἑρμεία χρυσόρραπι εἰλήλουθας,DSDSSA,0.0811700986181963
17991,odyssey,5,88,αἰδοῖός τε φίλος τε πάρος γε μέν οὔ τι θαμίζεις,SDDDDA,0.13234304675171796
17992,odyssey,5,89,αὔδα ὅ τι φρονέεις τελέσαι δέ με θυμός ἄνωγεν,DDDDDA,0.39310724412011305
17993,odyssey,5,90,εἰ δύναμαι τελέσαι γε καί εἰ τετελεσμένον ἐστίν,DDDDDA,0.2213801963308476
17994,odyssey,5,91,ἀλλ ἕπεο προτέρω ἵνα τοι πάρ ξείνια θείω,DDDSDA,0.2494642554269183
17995,odyssey,5,92,ὥς ἄρα φωνήσασα θεά παρέθηκε τράπεζαν,DSDDDA,0.38181732475055574
17996,odyssey,5,93,ἀμβροσίης πλήσασα κέρασσε δέ νέκταρ ἐρυθρόν,DSDDDA,0.11676144495670863
17997,odyssey,5,94,αὐτάρ ὁ πῖνε καί ἦσθε διάκτορος ἀργεϊφόντης,DDDDDA,0.5024120241223303
17998,odyssey,5,95,αὐτάρ ἐπεί δείπνησε καί ἤραρε θυμόν ἐδωδῇ,DSDDDA,0.21189575502773225
17999,odyssey,5,96,καί τότε δή μιν ἔπεσσιν ἀμειβόμενος προσέειπεν,DDDDDA,1.749997248142004
18000,odyssey,5,97,εἰρωτᾷς μ ἐλθόντα θεά θεόν αὐτάρ ἐγώ τοι,SSDDDA,0.10143474153509449
18001,odyssey,5,98,νημερτέως τόν μῦθον ἐνισπήσω κέλεαι γάρ,SSDSDA,0.09431473782796161
18002,odyssey,5,99,Ζεύς ἐμέ γ ἠνώγει δεῦρ ἐλθέμεν οὐκ ἐθέλοντα,DSSDDA,0.07312435386668323
18003,odyssey,5,100,τίς δ ἄν ἑκών τοσσόνδε διαδράμοι ἁλμυρόν ὕδωρ,DSDDDA,0.22764300423894004
18004,odyssey,5,101,ἄσπετον οὐδέ τις ἄγχι βροτῶν πόλις οἵ τε θεοῖσιν,DDDDDA,0.06954122352364907
18005,odyssey,5,102,ἱερά τε ῥέζουσι καί ἐξαίτους ἑκατόμβας,DSDSDA,0.03050279827683423
18006,odyssey,5,103,ἀλλά μάλ οὔ πως ἔστι Διός νόον αἰγιόχοιο,DSDDDA,0.4390887689811216
18007,odyssey,5,104,οὔτε παρεξελθεῖν ἄλλον θεόν οὔθ ἁλιῶσαι,DSSDDA,0.2737856328886823
18008,odyssey,5,105,φησί τοι ἄνδρα παρεῖναι ὀιζυρώτατον ἄλλων,DDDSDA,0.06911181847771149
18009,odyssey,5,106,τῶν ἀνδρῶν οἵ ἄστυ πέρι Πριάμοιο μάχοντο,SSDDDA,0.04349143619168307
18010,odyssey,5,107,εἰνάετες δεκάτῳ δέ πόλιν πέρσαντες ἔβησαν,DDDSDA,0.10299212440236515
18011,odyssey,5,108,οἴκαδ ἀτάρ ἐν νόστῳ Ἀθηναίην ἀλίτοντο,DSDSDA,0.04798339414167817
18012,odyssey,5,109,ἥ σφιν ἐπῶρσ ἄνεμόν τε κακόν καί κύματα μακρά,DDDSDA,0.11448304159663111
18013,odyssey,5,110,ἔνθ ἄλλοι μέν πάντες ἀπέφθιθεν ἐσθλοί ἑταῖροι,SSDDDA,0.7205921209914157
18014,odyssey,5,111,τόν δ ἄρα δεῦρ ἄνεμός τε φέρων καί κῦμα πέλασσε,DDDSDA,0.3744110697993365
18015,odyssey,5,112,τόν νῦν σ ἠνώγειν ἀποπεμπέμεν ὅττι τάχιστα,SSDDDA,0.08891672101773097
18016,odyssey,5,113,οὐ γάρ οἱ τῇδ αἶσα φίλων ἀπονόσφιν ὀλέσθαι,SSDDDA,0.3908260118108283
18017,odyssey,5,114,ἀλλ ἔτι οἱ μοῖρ ἐστί φίλους τ ἰδέειν καί ἱκέσθαι,DSDDDA,0.14569458057302684
18018,odyssey,5,115,οἶκον ἐς ὑψόροφον καί ἑήν ἐς πατρίδα γαῖαν,DDDSDA,0.5714392850385862
18019,odyssey,5,116,ὥς φάτο ῥίγησεν δέ Καλυψώ δῖα θεάων,DSDSDA,1.2378065941699687
18020,odyssey,5,117,καί μιν φωνήσασ ἔπεα πτερόεντα προσηύδα,SSDDDA,9.571869146426236
18021,odyssey,5,118,σχέτλιοί ἐστε θεοί ζηλήμονες ἔξοχον ἄλλων,DDSDDA,0.40036565896145915
18022,odyssey,5,119,οἵ τε θεαῖς ἀγάασθε παρ ἀνδράσιν εὐνάζεσθαι,DDDDSA,0.12955137319611681
18023,odyssey,5,120,ἀμφαδίην ἤν τίς τε φίλον ποιήσετ ἀκοίτην,DSDSDA,0.12398308548419605
18024,odyssey,5,121,ὥς μέν ὅτ Ὠρίων ἕλετο ῥοδοδάκτυλος Ἠώς,DSDDDA,0.1310602810702168
18025,odyssey,5,122,τόφρα οἱ ἠγάασθε θεοί ῥεῖα ζώοντες,DSDSSA,0.06996962751556787
18026,odyssey,5,123,ἧος ἐν Ὀρτυγίῃ χρυσόθρονος Ἄρτεμις ἁγνή,DDSDDA,0.11188900236782583
18027,odyssey,5,124,οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν,DDDDDA,1.613469330593823
18028,odyssey,5,125,ὥς δ ὁπότ Ἰασίωνι ἐυπλόκαμος Δημήτηρ,DDDDSA,0.14060254505609274
18029,odyssey,5,126,ᾧ θυμῷ εἴξασα μίγη φιλότητι καί εὐνῇ,SSDDDA,0.15155933689075549
18030,odyssey,5,127,νειῷ ἔνι τριπόλῳ οὐδέ δήν ἦεν ἄπυστος,DDSSDA,0.06593697088379324
18031,odyssey,5,128,Ζεύς ὅς μιν κατέπεφνε βαλών ἀργῆτι κεραυνῷ,SDDSDA,0.11808456301855022
18032,odyssey,5,129,ὥς δ αὖ νῦν μοι ἄγασθε θεοί βροτόν ἄνδρα παρεῖναι,SDDDDA,0.1799740544531747
18033,odyssey,5,130,τόν μέν ἐγών ἐσάωσα περί τρόπιος βεβαῶτα,DDDDDA,0.2341868595040963
18034,odyssey,5,131,οἶον ἐπεί οἱ νῆα θοήν ἀργῆτι κεραυνῷ,DSDSDA,0.20334777885690192
18035,odyssey,5,132,Ζεύς ἔλσας ἐκέασσε μέσῳ ἐνί οἴνοπι πόντῳ,SDDDDA,0.730740653525871
18036,odyssey,5,133,ἔνθ ἄλλοι μέν πάντες ἀπέφθιθεν ἐσθλοί ἑταῖροι,SSDDDA,0.7205921209914157
18037,odyssey,5,134,τόν δ ἄρα δεῦρ ἄνεμός τε φέρων καί κῦμα πέλασσε,DDDSDA,0.3744110697993365
18038,odyssey,5,135,τόν μέν ἐγώ φίλεόν τε καί ἔτρεφον ἠδέ ἔφασκον,DDDDDA,0.21388161814773568
18039,odyssey,5,136,θήσειν ἀθάνατον καί ἀγήραον ἤματα πάντα,SDDDDA,0.538082364197441
18040,odyssey,5,137,ἀλλ ἐπεί οὔ πως ἔστι Διός νόον αἰγιόχοιο,DSDDDA,0.5988717502460502
18041,odyssey,5,138,οὔτε παρεξελθεῖν ἄλλον θεόν οὔθ ἁλιῶσαι,DSSDDA,0.2737856328886823
18042,odyssey,5,139,ἐρρέτω εἴ μιν κεῖνος ἐποτρύνει καί ἀνώγει,DSDSDA,0.03485706867899763
18043,odyssey,5,140,πόντον ἐπ ἀτρύγετον πέμψω δέ μιν οὔ πῃ ἐγώ γε,DDSDDA,0.25591244744699165
18044,odyssey,5,141,οὐ γάρ μοι πάρα νῆες ἐπήρετμοι καί ἑταῖροι,SDDSDA,0.3173369095272287
18045,odyssey,5,142,οἵ κέν μιν πέμποιεν ἐπ εὐρέα νῶτα θαλάσσης,SSDDDA,0.8575795094343457
18046,odyssey,5,143,αὐτάρ οἱ πρόφρων ὑποθήσομαι οὐδ ἐπικεύσω,SSDDDA,0.10286524584548955
18047,odyssey,5,144,ὥς κε μάλ ἀσκηθής ἥν πατρίδα γαῖαν ἵκηται,DSSDDA,0.6301183136567485
18048,odyssey,5,145,τήν δ αὖτε προσέειπε διάκτορος ἀργεϊφόντης,SDDDDA,10.061753474730482
18049,odyssey,5,146,οὕτω νῦν ἀπόπεμπε Διός δ ἐποπίζεο μῆνιν,SDDDDA,0.0774146997732376
18050,odyssey,5,147,μή πώς τοι μετόπισθε κοτεσσάμενος χαλεπήνῃ,SDDDDA,0.14116465114264548
18051,odyssey,5,148,ὥς ἄρα φωνήσας ἀπέβη κρατύς ἀργεϊφόντης,DSDDDA,1.8897153980351837
18052,odyssey,5,149,ἡ δ ἐπ Ὀδυσσῆα μεγαλήτορα πότνια νύμφη,DSDDDA,0.21301178331250137
18053,odyssey,5,150,ἤι ἐπεί δή Ζηνός ἐπέκλυεν ἀγγελιάων,DSDDDA,0.17233144538573406
18054,odyssey,5,151,τόν δ ἄρ ἐπ ἀκτῆς εὗρε καθήμενον οὐδέ ποτ ὄσσε,DSDDDA,0.5287208991671689
18055,odyssey,5,152,δακρυόφιν τέρσοντο κατείβετο δέ γλυκύς αἰών,DSDDDA,0.12932104662309302
18056,odyssey,5,153,νόστον ὀδυρομένῳ ἐπεί οὐκέτι ἥνδανε νύμφη,DDDDDA,0.11185547616835374
18057,odyssey,5,154,ἀλλ ἦ τοι νύκτας μέν ἰαύεσκεν καί ἀνάγκῃ,SSDSDA,0.07505707038644446
18058,odyssey,5,155,ἐν σπέσσι γλαφυροῖσι παρ οὐκ ἐθέλων ἐθελούσῃ,SDDDDA,0.15264234825955694
18059,odyssey,5,156,ἤματα δ ἄμ πέτρῃσι καί ἠιόνεσσι καθίζων,DSDDDA,0.03501057421889246
18060,odyssey,5,157,δάκρυσι καί στοναχῇσι καί ἄλγεσι θυμόν ἐρέχθων,DDDDDA,0.09802344392135627
18061,odyssey,5,158,πόντον ἐπ ἀτρύγετον δερκέσκετο δάκρυα λείβων,DDSDDA,1.3644863151021793
18062,odyssey,5,159,ἀγχοῦ δ ἱσταμένη προσεφώνεε δῖα θεάων,SDDDDA,0.49961901303651446
18063,odyssey,5,160,κάμμορε μή μοι ἔτ ἐνθάδ ὀδύρεο μηδέ τοι αἰών,DDDDDA,0.047163424896805334
18064,odyssey,5,161,φθινέτω ἤδη γάρ σε μάλα πρόφρασσ ἀποπέμψω,DSSDDA,0.1770488163190742
18065,odyssey,5,162,ἀλλ ἄγε δούρατα μακρά ταμών ἁρμόζεο χαλκῷ,DDDSDA,0.4119956759717908
18066,odyssey,5,163,εὐρεῖαν σχεδίην ἀτάρ ἴκρια πῆξαι ἐπ αὐτῆς,SDDDDA,0.11175283607066902
18067,odyssey,5,164,ὑψοῦ ὥς σε φέρῃσιν ἐπ ἠεροειδέα πόντον,SDDDDA,0.09493649284393309
18068,odyssey,5,165,αὐτάρ ἐγώ σῖτον καί ὕδωρ καί οἶνον ἐρυθρόν,DSDSDA,0.20366011909020237
18069,odyssey,5,166,ἐνθήσω μενοεικέ ἅ κέν τοι λιμόν ἐρύκοι,SDDSDA,0.16726173067806063
18070,odyssey,5,167,εἵματά τ ἀμφιέσω πέμψω δέ τοι οὖρον ὄπισθεν,DDSDDA,0.1656108013514881
18071,odyssey,5,168,ὥς κε μάλ ἀσκηθής σήν πατρίδα γαῖαν ἵκηαι,DSSDDA,0.39420486136155036
18072,odyssey,5,169,αἴ κε θεοί γ ἐθέλωσι τοί οὐρανόν εὐρύν ἔχουσιν,DDDDDA,0.2394317962695576
18073,odyssey,5,170,οἵ μευ φέρτεροί εἰσι νοῆσαί τε κρῆναί τε,SDDSSA,0.07041803368552199
18074,odyssey,5,171,ὥς φάτο ῥίγησεν δέ πολύτλας δῖος Ὀδυσσεύς,DSDSDA,2.3670628115507015
18075,odyssey,5,172,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,SSDDDA,21.82392517580443
18076,odyssey,5,173,ἄλλο τι δή σύ θεά τόδε μήδεαι οὐδέ τι πομπήν,DDDDDA,0.055365193334103835
18077,odyssey,5,174,ἥ με κέλεαι σχεδίῃ περάαν μέγα λαῖτμα θαλάσσης,DDDDDA,0.1714176401500238
18078,odyssey,5,175,δεινόν τ ἀργαλέον τε τό δ οὐδ ἐπί νῆες ἐῖσαι,SDDDDA,0.05663410247466945
18079,odyssey,5,176,ὠκύποροι περόωσιν ἀγαλλόμεναι Διός οὔρῳ,DDDDDA,0.2594073618418741
18080,odyssey,5,177,οὐδ ἄν ἐγών ἀέκητι σέθεν σχεδίης ἐπιβαίην,DDDDDA,0.1773621560716872
18081,odyssey,5,178,εἰ μή μοι τλαίης γε θεά μέγαν ὅρκον ὀμόσσαι,SSDDDA,0.4049139879579565
18082,odyssey,5,179,μή τί μοι αὐτῷ πῆμα κακόν βουλευσέμεν ἄλλο,DSDSDA,0.3994722082985122
18083,odyssey,5,180,ὥς φάτο μείδησεν δέ Καλυψώ δῖα θεάων,DSDSDA,2.027205404123977
18084,odyssey,5,181,χειρί τέ μιν κατέρεξεν ἔπος τ ἔφατ ἔκ τ ὀνόμαζεν,DDDDDA,2.668774708927765
18085,odyssey,5,182,ἦ δή ἀλιτρός γ ἐσσί καί οὐκ ἀποφώλια εἰδώς,DSDDDA,0.07493291225839883
18086,odyssey,5,183,οἷον δή τόν μῦθον ἐπεφράσθης ἀγορεῦσαι,SSDSDA,0.31768311301370483
18087,odyssey,5,184,ἴστω νῦν τόδε γαῖα καί οὐρανός εὐρύς ὕπερθε,SDDDDA,0.06956636267605817
18088,odyssey,5,185,καί τό κατειβόμενον Στυγός ὕδωρ ὅς τε μέγιστος,DDDSDA,0.2402112073502882
18089,odyssey,5,186,ὅρκος δεινότατός τε πέλει μακάρεσσι θεοῖσι,SDDDDA,0.22083935583149747
18090,odyssey,5,187,μή τί τοι αὐτῷ πῆμα κακόν βουλευσέμεν ἄλλο,DSDSDA,0.3173364300457323
18091,odyssey,5,188,ἀλλά τά μέν νοέω καί φράσσομαι ἅσσ ἄν ἐμοί περ,DDSDDA,0.08150724795012734
18092,odyssey,5,189,αὐτῇ μηδοίμην ὅτε με χρειώ τόσον ἵκοι,SSDSDA,0.09247641085867309
18093,odyssey,5,190,καί γάρ ἐμοί νόος ἐστίν ἐναίσιμος οὐδέ μοι αὐτῇ,DDDDDA,0.08493581185315223
18094,odyssey,5,191,θυμός ἐνί στήθεσσι σιδήρεος ἀλλ ἐλεήμων,DSDDDA,0.3735497626978009
18095,odyssey,5,192,ὥς ἄρα φωνήσασ ἡγήσατο δῖα θεάων,DSSDDA,1.3899561377025722
18096,odyssey,5,193,καρπαλίμως ὁ δ ἔπειτα μετ ἴχνια βαῖνε θεοῖο,DDDDDA,0.8782757828759863
18097,odyssey,5,194,ἷξον δέ σπεῖος γλαφυρόν θεός ἠδέ καί ἀνήρ,SSDDDA,0.031462839576323155
18098,odyssey,5,195,καί ῥ ὁ μέν ἔνθα καθέζετ ἐπί θρόνου ἔνθεν ἀνέστη,DDDDDA,0.42324585429721634
18099,odyssey,5,196,Ἑρμείας νύμφη δ ἐτίθει πάρα πᾶσαν ἐδωδήν,SSDDDA,0.05567647619695791
18100,odyssey,5,197,ἔσθειν καί πίνειν οἷα βροτοί ἄνδρες ἔδουσιν,SSSDDA,0.0363763920956168
18101,odyssey,5,198,αὐτή δ ἀντίον ἷζεν Ὀδυσσῆος θείοιο,SDDSSA,0.5573803198330343
18102,odyssey,5,199,τῇ δέ παρ ἀμβροσίην δμῳαί καί νέκταρ ἔθηκαν,DDSSDA,0.06981425789814563
18103,odyssey,5,200,οἱ δ ἐπ ὀνείαθ ἑτοῖμα προκείμενα χεῖρας ἴαλλον,DDDDDA,5.795108828428479
18104,odyssey,5,201,αὐτάρ ἐπεί τάρπησαν ἐδητύος ἠδέ ποτῆτος,DSDDDA,0.7956542496294474
18105,odyssey,5,202,τοῖς ἄρα μύθων ἦρχε Καλυψώ δῖα θεάων,DSDSDA,0.8982857403605299
18106,odyssey,5,203,διογενές Λαερτιάδη πολυμήχαν Ὀδυσσεῦ,DSDDDA,18.544362217480362
18107,odyssey,5,204,οὕτω δή οἶκόνδε φίλην ἐς πατρίδα γαῖαν,SSDSDA,1.2031136092327992
18108,odyssey,5,205,αὐτίκα νῦν ἐθέλεις ἰέναι σύ δέ χαῖρε καί ἔμπης,DDDDDA,0.03718505022751283
18109,odyssey,5,206,εἴ γε μέν εἰδείης σῇσι φρεσίν ὅσσα τοι αἶσα,DSSDDA,0.06008221310973038
18110,odyssey,5,207,κήδε ἀναπλῆσαι πρίν πατρίδα γαῖαν ἱκέσθαι,DSSDDA,0.8032658893418371
18111,odyssey,5,208,ἐνθάδε κ αὖθι μένων σύν ἐμοί τόδε δῶμα φυλάσσοις,DDDDDA,0.06979239496586036
18112,odyssey,5,209,ἀθάνατός τ εἴης ἱμειρόμενός περ ἰδέσθαι,DSSDDA,0.03835683762194535
18113,odyssey,5,210,σήν ἄλοχον τῆς τ αἰέν ἐέλδεαι ἤματα πάντα,DSDDDA,0.07784365332256873
18114,odyssey,5,211,οὐ μέν θην κείνης γε χερείων εὔχομαι εἶναι,SSDSDA,0.24286283212764317
18115,odyssey,5,212,οὐ δέμας οὐδέ φυήν ἐπεί οὔ πως οὐδέ ἔοικεν,DDDSDA,0.14343568175835827
18116,odyssey,5,213,θνητάς ἀθανάτῃσι δέμας καί εἶδος ἐρίζειν,SDDSDA,0.11647535341984201
18117,odyssey,5,214,τήν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,DDDDDA,25.734268003629616
18118,odyssey,5,215,πότνα θεά μή μοι τόδε χώεο οἶδα καί αὐτός,DSDDDA,0.2736746083599701
18119,odyssey,5,216,πάντα μάλ οὕνεκα σεῖο περίφρων Πηνελόπεια,DDDSDA,0.21874505140125786
18120,odyssey,5,217,εἶδος ἀκιδνοτέρη μέγεθός τ εἰσάντα ἰδέσθαι,DDDSDA,0.08038525892385259
18121,odyssey,5,218,ἡ μέν γάρ βροτός ἐστι σύ δ ἀθάνατος καί ἀγήρως,SDDDDA,0.08675478239972353
18122,odyssey,5,219,ἀλλά καί ὥς ἐθέλω καί ἐέλδομαι ἤματα πάντα,DDDDDA,0.09920452594932636
18123,odyssey,5,220,οἴκαδέ τ ἐλθέμεναι καί νόστιμον ἦμαρ ἰδέσθαι,DDSDDA,0.19571054253623038
18124,odyssey,5,221,εἰ δ αὖ τις ῥαίῃσι θεῶν ἐνί οἴνοπι πόντῳ,SSDDDA,0.19646213385979738
18125,odyssey,5,222,τλήσομαι ἐν στήθεσσιν ἔχων ταλαπενθέα θυμόν,DSDDDA,0.049760656189460094
18126,odyssey,5,223,ἤδη γάρ μάλα πολλά πάθον καί πολλά μόγησα,SDDSDA,0.23999740668847594
18127,odyssey,5,224,κύμασι καί πολέμῳ μετά καί τόδε τοῖσι γενέσθω,DDDDDA,0.035232828699748836
18128,odyssey,5,225,ὥς ἔφατ ἠέλιος δ ἄρ ἔδυ καί ἐπί κνέφας ἦλθεν,DDDDDA,0.4603176818107026
18129,odyssey,5,226,ἐλθόντες δ ἄρα τώ γε μυχῷ σπείους γλαφυροῖο,SDDSDA,0.36942713317744247
18130,odyssey,5,227,τερπέσθην φιλότητι παρ ἀλλήλοισι μένοντες,SDDSDA,0.14382287202940133
18131,odyssey,5,228,ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,SDDDDA,7.774210245089883
18132,odyssey,5,229,αὐτίχ ὁ μέν χλαῖνάν τε χιτῶνά τε ἕννυτ Ὀδυσσεύς,DSDDDA,0.18645688316927322
18133,odyssey,5,230,αὐτή δ ἀργύφεον φᾶρος μέγα ἕννυτο νύμφη,SDSDDA,0.1877210787051833
18134,odyssey,5,231,λεπτόν καί χαρίεν περί δέ ζώνην βάλετ ἰξυῖ,SDDSDA,0.19755889210466457
18135,odyssey,5,232,καλήν χρυσείην κεφαλῇ δ ἐφύπερθε καλύπτρην,SSDDDA,0.13513353106414408
18136,odyssey,5,233,καί τότ Ὀδυσσῆι μεγαλήτορι μήδετο πομπήν,DSDDDA,0.2633062614822685
18137,odyssey,5,234,δῶκέν οἱ πέλεκυν μέγαν ἄρμενον ἐν παλάμῃσι,SDDDDA,0.07697028086353061
18138,odyssey,5,235,χάλκεον ἀμφοτέρωθεν ἀκαχμένον αὐτάρ ἐν αὐτῷ,DDDDDA,0.0666966033597734
18139,odyssey,5,236,στειλειόν περικαλλές ἐλάινον εὖ ἐναρηρός,SDDDDA,0.14574847641017852
18140,odyssey,5,237,δῶκε δ ἔπειτα σκέπαρνον ἐύξοον ἦρχε δ ὁδοῖο,NNNNNN,0.1190064846870922
18141,odyssey,5,238,νήσου ἐπ ἐσχατιῆς ὅθι δένδρεα μακρά πεφύκει,DDDDDA,0.17022409960777835
18142,odyssey,5,239,κλήθρη τ αἴγειρός τ ἐλάτη τ ἦν οὐρανομήκης,SSDSDA,0.04708252030999501
18143,odyssey,5,240,αὖα πάλαι περίκηλα τά οἱ πλώοιεν ἐλαφρῶς,DDDSDA,0.26653382119702335
18144,odyssey,5,241,αὐτάρ ἐπεί δή δεῖξ ὅθι δένδρεα μακρά πεφύκει,DSDDDA,0.5894251165145561
18145,odyssey,5,242,ἡ μέν ἔβη πρός δῶμα Καλυψώ δῖα θεάων,DSDSDA,0.6977497755134727
18146,odyssey,5,243,αὐτάρ ὁ τάμνετο δοῦρα θοῶς δέ οἱ ἤνυτο ἔργον,DDDDDA,0.18312886160564526
18147,odyssey,5,244,εἴκοσι δ ἔκβαλε πάντα πελέκκησεν δ ἄρα χαλκῷ,DDDSDA,0.07778248602741149
18148,odyssey,5,245,ξέσσε δ ἐπισταμένως καί ἐπί στάθμην ἴθυνεν,DDDSSA,0.11741384496264956
18149,odyssey,5,246,τόφρα δ ἔνεικε τέρετρα Καλυψώ δῖα θεάων,DDDSDA,0.5187786833855559
18150,odyssey,5,247,τέτρηνεν δ ἄρα πάντα καί ἥρμοσεν ἀλλήλοισιν,SDDDSA,0.11996082455839444
18151,odyssey,5,248,γόμφοισιν δ ἄρα τήν γε καί ἁρμονίῃσιν ἄρασσεν,SDDDDA,0.15842721518699154
18152,odyssey,5,249,ὅσσον τίς τ ἔδαφος νηός τορνώσεται ἀνήρ,SDSSDA,0.05910851538776537
18153,odyssey,5,250,φορτίδος εὐρείης ἐύ εἰδώς τεκτοσυνάων,DSDSDA,0.2931897649291117
18154,odyssey,5,251,τόσσον ἔπ εὐρεῖαν σχεδίην ποιήσατ Ὀδυσσεύς,DSDSDA,0.16296617470016203
18155,odyssey,5,252,ἴκρια δέ στήσας ἀραρών θαμέσι σταμίνεσσι,DSDDDA,0.20948688271126478
18156,odyssey,5,253,ποίει ἀτάρ μακρῇσιν ἐπηγκενίδεσσι τελεύτα,DSDDDA,0.22792708050910085
18157,odyssey,5,254,ἐν δ ἱστόν ποίει καί ἐπίκριον ἄρμενον αὐτῷ,SSDDDA,0.10360746932108321
18158,odyssey,5,255,πρός δ ἄρα πηδάλιον ποιήσατο ὄφρ ἰθύνοι,DDSSDA,0.196814279634206
18159,odyssey,5,256,φράξε δέ μιν ῥίπεσσι διαμπερές οἰσυΐνῃσι,DSDDDA,0.17785964454543438
18160,odyssey,5,257,κύματος εἶλαρ ἔμεν πολλήν δ ἐπεχεύατο ὕλην,DDSDDA,0.07118971264713393
18161,odyssey,5,258,τόφρα δέ φάρε ἔνεικε Καλυψώ δῖα θεάων,DDDSDA,0.5131555168926006
18162,odyssey,5,259,ἱστία ποιήσασθαι ὁ δ εὖ τεχνήσατο καί τά,DSDSDA,0.16199302341414662
18163,odyssey,5,260,ἐν δ ὑπέρας τε κάλους τε πόδας τ ἐνέδησεν ἐν αὐτῇ,DDDDDA,0.04600231625129615
18164,odyssey,5,261,μοχλοῖσιν δ ἄρα τήν γε κατείρυσεν εἰς ἅλα δῖαν,SDDDDA,0.23966156028990365
18165,odyssey,5,262,τέτρατον ἦμαρ ἔην καί τῷ τετέλεστο ἅπαντα,DDSDDA,0.07639173905462841
18166,odyssey,5,263,τῷ δ ἄρα πέμπτῳ πέμπ ἀπό νήσου δῖα Καλυψώ,DSDSDA,0.29009278200266053
18167,odyssey,5,264,εἵματά τ ἀμφιέσασα θυώδεα καί λούσασα,DDDDSA,0.051766787981430334
18168,odyssey,5,265,ἐν δέ οἱ ἀσκόν ἔθηκε θεά μέλανος οἴνοιο,DDDDSA,0.30706180585442144
18169,odyssey,5,266,τόν ἕτερον ἕτερον δ ὕδατος μέγαν ἐν δέ καί ᾖα,DDDDDA,0.06552848505743207
18170,odyssey,5,267,κωρύκῳ ἐν δέ οἱ ὄψα τίθει μενοεικέα πολλά,DDDDDA,0.36790231507860255
18171,odyssey,5,268,οὖρον δέ προέηκεν ἀπήμονά τε λιαρόν τε,SDDDDA,0.07584923371588204
18172,odyssey,5,269,γηθόσυνος δ οὔρῳ πέτασ ἱστία δῖος Ὀδυσσεύς,DSDDDA,0.1379182197440996
18173,odyssey,5,270,αὐτάρ ὁ πηδαλίῳ ἰθύνετο τεχνηέντως,DDSDSA,0.5864184277782828
18174,odyssey,5,271,ἥμενος οὐδέ οἱ ὕπνος ἐπί βλεφάροισιν ἔπιπτεν,DDDDDA,0.16834788257651356
18175,odyssey,5,272,Πληιάδας τ ἐσορῶντι καί ὀψέ δύοντα Βοώτην,DDDDDA,0.07422976767117972
18176,odyssey,5,273,Ἄρκτον θ ἥν καί ἄμαξαν ἐπίκλησιν καλέουσιν,SDDSDA,0.10060665235262202
18177,odyssey,5,274,ἥ τ αὐτοῦ στρέφεται καί τ Ὠρίωνα δοκεύει,SDSSDA,0.13492005318075417
18178,odyssey,5,275,οἴη δ ἄμμορός ἐστι λοετρῶν Ὠκεανοῖο,SDDSDA,0.1881261357504548
18179,odyssey,5,276,τήν γάρ δή μιν ἄνωγε Καλυψώ δῖα θεάων,SDDSDA,0.39629978714483743
18180,odyssey,5,277,ποντοπορευέμεναι ἐπ ἀριστερά χειρός ἔχοντα,DDDDDA,0.11103064242614258
18181,odyssey,5,278,ἑπτά δέ καί δέκα μέν πλέεν ἤματα ποντοπορεύων,DDDDDA,0.1687279390430045
18182,odyssey,5,279,ὀκτωκαιδεκάτῃ δ ἐφάνη ὄρεα σκιόεντα,SDDDDA,0.15310498185935847
18183,odyssey,5,280,γαίης Φαιήκων ὅθι τ ἄγχιστον πέλεν αὐτῷ,SSDSDA,0.07833924495416854
18184,odyssey,5,281,εἴσατο δ ὡς ὅτε ῥινόν ἐν ἠεροειδέι πόντῳ,DDDDDA,0.12999189975631098
18185,odyssey,5,282,τόν δ ἐξ Αἰθιόπων ἀνιών κρείων ἐνοσίχθων,SDDSDA,1.0416572849547823
18186,odyssey,5,283,τηλόθεν ἐκ Σολύμων ὀρέων ἴδεν εἴσατο γάρ οἱ,DDDDDA,0.10799507317876916
18187,odyssey,5,284,πόντον ἐπιπλώων ὁ δ ἐχώσατο κηρόθι μᾶλλον,DSDDDA,0.2571953146334603
18188,odyssey,5,285,κινήσας δέ κάρη προτί ὅν μυθήσατο θυμόν,SDDSDA,0.21251612927904046
