,set_size,lines,times_repeated,text,book,line
1552,3,ὤ μοι ἐγώ τέων αὖτε βροτῶν ἐς γαῖαν ἱκάνω/ἦ ῥ οἵ γ ὑβρισταί τε καί ἄγριοι οὐδέ δίκαιοι/ἦε φιλόξεινοι καί σφιν νόος ἐστί θεουδής,2,odyssey,6,119
1553,3,ὤ μοι ἐγώ τέων αὖτε βροτῶν ἐς γαῖαν ἱκάνω/ἦ ῥ οἵ γ ὑβρισταί τε καί ἄγριοι οὐδέ δίκαιοι/ἦε φιλόξεινοι καί σφιν νόος ἐστί θεουδής,2,odyssey,13,200
1554,3,μείζονά τ εἰσιδέειν καί πάσσονα κάδ δέ κάρητος/οὔλας ἧκε κόμας ὑακινθίνῳ ἄνθει ὁμοίας/ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ,2,odyssey,6,230
1555,3,μείζονά τ εἰσιδέειν καί πάσσονα κάδ δέ κάρητος/οὔλας ἧκε κόμας ὑακινθίνῳ ἄνθει ὁμοίας/ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ,2,odyssey,23,156
1556,3,οὔλας ἧκε κόμας ὑακινθίνῳ ἄνθει ὁμοίας/ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ/ἴδρις ὅν Ἥφαιστος δέδαεν καί Παλλάς Ἀθήνη,2,odyssey,6,231
1557,3,οὔλας ἧκε κόμας ὑακινθίνῳ ἄνθει ὁμοίας/ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ/ἴδρις ὅν Ἥφαιστος δέδαεν καί Παλλάς Ἀθήνη,2,odyssey,23,157
1558,3,ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ/ἴδρις ὅν Ἥφαιστος δέδαεν καί Παλλάς Ἀθήνη/τέχνην παντοίην χαρίεντα δέ ἔργα τελείει,2,odyssey,6,232
1559,3,ὡς δ ὅτε τις χρυσόν περιχεύεται ἀργύρῳ ἀνήρ/ἴδρις ὅν Ἥφαιστος δέδαεν καί Παλλάς Ἀθήνη/τέχνην παντοίην χαρίεντα δέ ἔργα τελείει,2,odyssey,23,158
1560,3,τοῖσιν δ Ἀλκίνοος ἀγορήσατο καί μετέειπε/κέκλυτε Φαιήκων ἡγήτορες ἠδέ μέδοντες/ὄφρ εἴπω τά με θυμός ἐνί στήθεσσι κελεύει,2,odyssey,7,185
1561,3,τοῖσιν δ Ἀλκίνοος ἀγορήσατο καί μετέειπε/κέκλυτε Φαιήκων ἡγήτορες ἠδέ μέδοντες/ὄφρ εἴπω τά με θυμός ἐνί στήθεσσι κελεύει,2,odyssey,8,25
1562,3,ἔνθ ἄλλους μέν πάντας ἐλάνθανε δάκρυα λείβων/Ἀλκίνοος δέ μιν οἶος ἐπεφράσατ ἠδ ἐνόησεν/ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν,2,odyssey,8,93
1563,3,ἔνθ ἄλλους μέν πάντας ἐλάνθανε δάκρυα λείβων/Ἀλκίνοος δέ μιν οἶος ἐπεφράσατ ἠδ ἐνόησεν/ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν,2,odyssey,8,532
1564,3,Ἀλκίνοος δέ μιν οἶος ἐπεφράσατ ἠδ ἐνόησεν/ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν/αἶψα δέ Φαιήκεσσι φιληρέτμοισι μετηύδα,2,odyssey,8,94
1565,3,Ἀλκίνοος δέ μιν οἶος ἐπεφράσατ ἠδ ἐνόησεν/ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν/αἶψα δέ Φαιήκεσσι φιληρέτμοισι μετηύδα,2,odyssey,8,533
1566,3,ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν/αἶψα δέ Φαιήκεσσι φιληρέτμοισι μετηύδα/κέκλυτε Φαιήκων ἡγήτορες ἠδέ μέδοντες,2,odyssey,8,95
1567,3,ἥμενος ἄγχ αὐτοῦ βαρύ δέ στενάχοντος ἄκουσεν/αἶψα δέ Φαιήκεσσι φιληρέτμοισι μετηύδα/κέκλυτε Φαιήκων ἡγήτορες ἠδέ μέδοντες,2,odyssey,8,534
1568,3,ἔνθα δ ἐπ ἠπείρου βῆμεν καί ἀφυσσάμεθ ὕδωρ/αἶψα δέ δεῖπνον ἕλοντο θοῇς παρά νηυσίν ἑταῖροι/αὐτάρ ἐπεί σίτοιό τ ἐπασσάμεθ ἠδέ ποτῆτος,2,odyssey,9,85
1569,3,ἔνθα δ ἐπ ἠπείρου βῆμεν καί ἀφυσσάμεθ ὕδωρ/αἶψα δέ δεῖπνον ἕλοντο θοῇς παρά νηυσίν ἑταῖροι/αὐτάρ ἐπεί σίτοιό τ ἐπασσάμεθ ἠδέ ποτῆτος,2,odyssey,10,56
1570,3,οἱ δ αἶψ εἴσβαινον καί ἐπί κληῖσι καθῖζον/ἑξῆς δ ἑζόμενοι πολιήν ἅλα τύπτον ἐρετμοῖς/ἔνθεν δέ προτέρω πλέομεν ἀκαχήμενοι ἦτορ,2,odyssey,9,103
1571,3,οἱ δ αἶψ εἴσβαινον καί ἐπί κληῖσι καθῖζον/ἑξῆς δ ἑζόμενοι πολιήν ἅλα τύπτον ἐρετμοῖς/ἔνθεν δέ προτέρω πλέομεν ἀκαχήμενοι ἦτορ,2,odyssey,9,563
1572,3,ἐκ δέ καί αὐτοί βῆμεν ἐπί ῥηγμῖνι θαλάσσης/ἔνθα δ ἀποβρίξαντες ἐμείναμεν Ἠῶ δῖαν/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,2,odyssey,9,150
1573,3,ἐκ δέ καί αὐτοί βῆμεν ἐπί ῥηγμῖνι θαλάσσης/ἔνθα δ ἀποβρίξαντες ἐμείναμεν Ἠῶ δῖαν/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,2,odyssey,12,6
1574,3,ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε/δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,3,odyssey,9,168
1575,3,ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε/δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,3,odyssey,9,558
1576,3,ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε/δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,3,odyssey,10,185
1577,3,δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς/καί τότ ἐγών ἀγορήν θέμενος μετά πᾶσιν ἔειπον,2,odyssey,9,169
1578,3,δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης/ἦμος δ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς/καί τότ ἐγών ἀγορήν θέμενος μετά πᾶσιν ἔειπον,2,odyssey,10,186
1579,3,αὐτούς τ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι/οἱ δ αἶψ εἴσβαινον καί ἐπί κληῖσι καθῖζον/ἑξῆς δ ἑζόμενοι πολιήν ἅλα τύπτον ἐρετμοῖς,3,odyssey,9,178
1580,3,αὐτούς τ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι/οἱ δ αἶψ εἴσβαινον καί ἐπί κληῖσι καθῖζον/ἑξῆς δ ἑζόμενοι πολιήν ἅλα τύπτον ἐρετμοῖς,3,odyssey,9,562
1581,3,αὐτούς τ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι/οἱ δ αἶψ εἴσβαινον καί ἐπί κληῖσι καθῖζον/ἑξῆς δ ἑζόμενοι πολιήν ἅλα τύπτον ἐρετμοῖς,3,odyssey,12,145
1582,3,ὥς τότε μέν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα/ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε,2,odyssey,9,556
1583,3,ὥς τότε μέν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα/ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε,2,odyssey,10,183
1584,3,ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε/δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης,2,odyssey,9,557
1585,3,ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθε/δή τότε κοιμήθημεν ἐπί ῥηγμῖνι θαλάσσης,2,odyssey,10,184
1586,3,ὥς τότε μέν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα/ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθεν,2,odyssey,10,475
1587,3,ὥς τότε μέν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα/ἥμεθα δαινύμενοι κρέα τ ἄσπετα καί μέθυ ἡδύ/ἦμος δ ἠέλιος κατέδυ καί ἐπί κνέφας ἦλθεν,2,odyssey,12,29
1588,3,ἐλθών εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη/ῥέξειν ἐν μεγάροισι πυρήν τ ἐμπλησέμεν ἐσθλῶν/Τειρεσίῃ δ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ,2,odyssey,10,521
1589,3,ἐλθών εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη/ῥέξειν ἐν μεγάροισι πυρήν τ ἐμπλησέμεν ἐσθλῶν/Τειρεσίῃ δ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ,2,odyssey,11,30
1590,3,εἰ δέ κε σίνηαι τότε τοι τεκμαίρομ ὄλεθρον/νηί τε καί ἑτάροις αὐτός δ εἴ πέρ κεν ἀλύξῃς/ὀψέ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους,2,odyssey,11,112
1591,3,εἰ δέ κε σίνηαι τότε τοι τεκμαίρομ ὄλεθρον/νηί τε καί ἑτάροις αὐτός δ εἴ πέρ κεν ἀλύξῃς/ὀψέ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους,2,odyssey,12,139
1592,3,φαίνετο γαιάων ἀλλ οὐρανός ἠδέ θάλασσα/δή τότε κυανέην νεφέλην ἔστησε Κρονίων/νηός ὕπερ γλαφυρῆς ἤχλυσε δέ πόντος ὑπ αὐτῆς,2,odyssey,12,404
1593,3,φαίνετο γαιάων ἀλλ οὐρανός ἠδέ θάλασσα/δή τότε κυανέην νεφέλην ἔστησε Κρονίων/νηός ὕπερ γλαφυρῆς ἤχλυσε δέ πόντος ὑπ αὐτῆς,2,odyssey,14,302
1594,3,ἱέμενοι κτεῖναι πρίν πατρίδα γαῖαν ἱκέσθαι/ἀλλά τά γ οὐκ ὀΐω πρίν καί τινα γαῖα καθέξει/ἀνδρῶν μνηστήρων οἵ τοι βίοτον κατέδουσιν,2,odyssey,13,426
1595,3,ἱέμενοι κτεῖναι πρίν πατρίδα γαῖαν ἱκέσθαι/ἀλλά τά γ οὐκ ὀΐω πρίν καί τινα γαῖα καθέξει/ἀνδρῶν μνηστήρων οἵ τοι βίοτον κατέδουσιν,2,odyssey,15,30
1596,3,ἱστίη τ Ὀδυσῆος ἀμύμονος ἥν ἀφικάνω/ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω/τοῦδ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδ Ὀδυσσεύς,2,odyssey,14,159
1597,3,ἱστίη τ Ὀδυσῆος ἀμύμονος ἥν ἀφικάνω/ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω/τοῦδ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδ Ὀδυσσεύς,2,odyssey,19,304
1598,3,ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω/τοῦδ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδ Ὀδυσσεύς/τοῦ μέν φθίνοντος μηνός τοῦ δ ἱσταμένοιο,2,odyssey,14,160
1599,3,ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω/τοῦδ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδ Ὀδυσσεύς/τοῦ μέν φθίνοντος μηνός τοῦ δ ἱσταμένοιο,2,odyssey,19,305
1600,3,στῆσα δ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας/ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι,2,odyssey,14,258
1601,3,στῆσα δ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας/ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι,2,odyssey,17,427
1602,3,ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι,2,odyssey,14,259
1603,3,ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι,2,odyssey,17,428
1604,3,αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ,2,odyssey,14,260
1605,3,αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ,2,odyssey,17,429
1606,3,ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς,2,odyssey,14,261
1607,3,ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς,2,odyssey,17,430
1608,3,οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα,2,odyssey,14,262
1609,3,οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα,2,odyssey,17,431
1610,3,αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή,2,odyssey,14,263
1611,3,αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή,2,odyssey,17,432
1612,3,πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν,2,odyssey,14,264
1613,3,πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν,2,odyssey,17,433
1614,3,αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων,2,odyssey,14,265
1615,3,αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων,2,odyssey,17,434
1616,3,οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος,2,odyssey,14,266
1617,3,οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος,2,odyssey,17,435
1618,3,ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος/φύζαν ἐμοῖς ἑτάροισι κακήν βάλεν οὐδέ τις ἔτλη,2,odyssey,14,267
1619,3,ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος/φύζαν ἐμοῖς ἑτάροισι κακήν βάλεν οὐδέ τις ἔτλη,2,odyssey,17,436
1620,3,νῆα κατειρύσθαι καί ἐπαρτέας ἔμμεν ἑταίρους/οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς,2,odyssey,14,332
1621,3,νῆα κατειρύσθαι καί ἐπαρτέας ἔμμεν ἑταίρους/οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς,2,odyssey,19,289
1622,3,οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς/ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον,2,odyssey,14,333
1623,3,οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς/ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον,2,odyssey,19,290
1624,3,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,15,536
1625,3,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,17,163
1626,3,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,19,309
1627,3,τεθνάμεν ἤ τάδε γ αἰέν ἀεικέα ἔργ ὁράασθαι/ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας/ῥυστάζοντας ἀεικελίως κατά δώματα καλά,2,odyssey,16,106
1628,3,τεθνάμεν ἤ τάδε γ αἰέν ἀεικέα ἔργ ὁράασθαι/ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας/ῥυστάζοντας ἀεικελίως κατά δώματα καλά,2,odyssey,20,317
1629,3,πάντα μάλ αὐτάρ μνηστῆρας μαλακοῖς ἐπέεσσι/παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει,2,odyssey,16,285
1630,3,πάντα μάλ αὐτάρ μνηστῆρας μαλακοῖς ἐπέεσσι/παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει,2,odyssey,19,5
1631,3,παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς,2,odyssey,16,286
1632,3,παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς,2,odyssey,19,6
1633,3,ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς/ἀλλά κατῄκισται ὅσσον πυρός ἵκετ ἀϋτμή,2,odyssey,16,287
1634,3,ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς/ἀλλά κατῄκισται ὅσσον πυρός ἵκετ ἀϋτμή,2,odyssey,19,7
1635,3,μή πως οἰνωθέντες ἔριν στήσαντες ἐν ὑμῖν/ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα/καί μνηστύν αὐτός γάρ ἐφέλκεται ἄνδρα σίδηρος,2,odyssey,16,291
1636,3,μή πως οἰνωθέντες ἔριν στήσαντες ἐν ὑμῖν/ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα/καί μνηστύν αὐτός γάρ ἐφέλκεται ἄνδρα σίδηρος,2,odyssey,19,11
1637,3,τόν δ αὖτε προσέειπε περίφρων Πηνελόπεια/αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,2,odyssey,17,162
1638,3,τόν δ αὖτε προσέειπε περίφρων Πηνελόπεια/αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,2,odyssey,19,308
1639,3,χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε/οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας/ἵρευον δέ σύας σιάλους καί βοῦν ἀγελαίην,2,odyssey,17,179
1640,3,χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε/οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας/ἵρευον δέ σύας σιάλους καί βοῦν ἀγελαίην,2,odyssey,20,249
1641,3,καί γάρ ἐγώ ποτε οἶκον ἐν ἀνθρώποισιν ἔναιον/ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι,2,odyssey,17,419
1642,3,καί γάρ ἐγώ ποτε οἶκον ἐν ἀνθρώποισιν ἔναιον/ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι,2,odyssey,19,75
1643,3,ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά,2,odyssey,17,420
1644,3,ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά,2,odyssey,19,76
1645,3,τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά/οἷσίν τ εὖ ζώουσι καί ἀφνειοί καλέονται,2,odyssey,17,421
1646,3,τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά/οἷσίν τ εὖ ζώουσι καί ἀφνειοί καλέονται,2,odyssey,19,77
1647,3,ὤλεσαν ἀθάνατοι ὅτε Ἴλιον εἰσανέβαινον/Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς/εἰ κεῖνός γ ἐλθών τόν ἐμόν βίον ἀμφιπολεύοι,2,odyssey,18,252
1648,3,ὤλεσαν ἀθάνατοι ὅτε Ἴλιον εἰσανέβαινον/Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς/εἰ κεῖνός γ ἐλθών τόν ἐμόν βίον ἀμφιπολεύοι,2,odyssey,19,125
1649,3,θαρσαλέως πολλοῖσι μετ ἀνδράσιν οὐδέ τι θυμῷ/ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις,2,odyssey,18,330
1650,3,θαρσαλέως πολλοῖσι μετ ἀνδράσιν οὐδέ τι θυμῷ/ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις,2,odyssey,18,390
1651,3,ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις/ἦ ἀλύεις ὅτι Ἶρον ἐνίκησας τόν ἀλήτην,2,odyssey,18,331
1652,3,ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις/ἦ ἀλύεις ὅτι Ἶρον ἐνίκησας τόν ἀλήτην,2,odyssey,18,391
1653,3,ὦ φίλοι οὐκ ἄν δή τις ἐπί ῥηθέντι δικαίῳ/ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι/μήτε τι τόν ξεῖνον στυφελίζετε μήτε τιν ἄλλον,2,odyssey,18,414
